,modo_llegada,modo_salida,pesoKG,tiempoMin,tiempoHoras
3632,barco,tren,618,30.058015490385472,0
3633,barco,tren,862,30.082263054187873,0
3634,barco,tren,205,30.014363738798874,0
3635,tren,barco,302,30.030500554514987,0
3636,barco,tren,582,30.047735756981215,0
3637,barco,tren,323,30.02699960684928,0
3638,tren,barco,928,30.08617360039101,0
3639,barco,tren,800,30.08413763079607,0
3640,tren,barco,419,30.05004730435168,0
3641,tren,barco,578,30.057658527457534,0
3642,tren,barco,298,30.018154158715955,0
3643,barco,tren,591,30.04387520824257,0
3644,tren,barco,852,30.05731001943772,0
3645,tren,barco,552,30.075046815351953,0
3646,tren,barco,828,30.09780457760655,0
3647,barco,tren,112,30.00775207029232,0
3648,barco,tren,589,30.03413320977705,0
3649,tren,barco,720,30.096305332997225,0
3650,barco,tren,728,30.0562504810401,0
3651,barco,tren,460,30.046051471438954,0
3652,tren,barco,246,30.020341371832775,0
3653,barco,tren,102,30.00846227695927,0
3654,barco,tren,344,30.024377780596808,0
3655,tren,barco,109,30.00805144732992,0
3656,barco,tren,122,30.009779033614773,0
3657,tren,barco,165,30.01664973405014,0
3658,tren,barco,119,30.007712698675185,0
3659,tren,barco,868,30.07819032096703,0
3660,tren,barco,329,30.045807193365533,0
3661,barco,tren,231,30.014700607047672,0
3662,barco,tren,656,30.04276139206946,0
3663,tren,barco,388,30.026587268983814,0
3664,barco,tren,981,30.058106727089786,0
3665,tren,barco,541,30.05616159274584,0
3666,barco,tren,824,30.059444412092905,0
3667,barco,tren,459,30.019599527574275,0
3668,tren,barco,101,30.010672420103617,0
3669,tren,barco,662,30.087543066192055,0
3670,barco,tren,878,30.056408340927128,0
3671,tren,barco,721,30.06946480217429,0
3672,tren,barco,539,30.067080476735914,0
3673,barco,tren,969,30.07416604934752,0
3674,barco,tren,628,30.05025140250975,0
3675,barco,tren,513,30.056574873575812,0
3676,tren,barco,113,30.008271003223616,0
3677,tren,barco,252,30.02758938906727,0
3678,barco,tren,572,30.02127367245827,0
3679,tren,barco,153,30.01565112285815,0
3680,tren,barco,183,30.010080218264306,0
3681,tren,barco,885,30.08540921465045,0
3682,tren,barco,721,30.073088316783398,0
3683,barco,tren,891,30.11289555609501,0
3684,tren,barco,971,30.133541594252574,0
3685,tren,barco,172,30.01407212455735,0
3686,barco,tren,896,30.077046327598367,0
3687,tren,barco,782,30.067411632748545,0
3688,barco,tren,903,30.05793613713836,0
3689,tren,barco,612,30.066452088123203,0
3690,tren,barco,461,30.044250244780475,0
3691,tren,barco,977,30.05880267492307,0
3692,barco,tren,429,30.031526527504646,0
3693,tren,barco,786,30.109264770238315,0
3694,barco,tren,779,30.06449545050668,0
3695,barco,tren,595,30.03950543498522,0
3696,barco,tren,189,30.00839974670024,0
3697,tren,barco,559,30.040432729909142,0
3698,tren,barco,481,30.038448474436592,0
3699,tren,barco,546,30.036995465949083,0
3700,barco,tren,371,30.017359244400595,0
3701,tren,barco,463,30.041599842534414,0
3702,barco,tren,200,30.01295682095277,0
3703,tren,barco,701,30.07326781238295,0
3704,barco,tren,476,30.022070437247883,0
3705,barco,tren,485,30.036186099345343,0
3706,barco,tren,929,30.044975831415663,0
3707,tren,barco,815,30.06552607212907,0
3708,tren,barco,540,30.053820247990714,0
3709,barco,tren,529,30.03346366331948,0
3710,barco,tren,603,30.02819360316975,0
3711,tren,barco,166,30.01401139863139,0
3712,barco,tren,233,30.010749224292532,0
3713,tren,barco,386,30.025466195064812,0
3714,tren,barco,608,30.09113290967354,0
3715,tren,barco,648,30.06800741817451,0
3716,barco,tren,136,30.012402341833035,0
3717,barco,tren,637,30.045576659089647,0
3718,barco,tren,685,30.065577876642372,0
3719,barco,tren,817,30.09596172314987,0
3720,barco,tren,280,30.0187577952745,0
3721,barco,tren,598,30.03760206096601,0
3722,barco,tren,882,30.03600262588062,0
3723,barco,tren,391,30.03955186513222,0
3724,tren,barco,337,30.02845439926531,0
3725,barco,tren,440,30.043746893545464,0
3726,barco,tren,629,30.030982572966284,0
3727,tren,barco,774,30.103638334547302,0
3728,barco,tren,902,30.06812278528036,0
3729,tren,barco,877,30.06244165697529,0
3730,barco,tren,766,30.048009195257368,0
3731,tren,barco,402,30.033232768340323,0
3732,tren,barco,153,30.013815203559606,0
3733,barco,tren,901,30.07324773112616,0
3734,tren,barco,541,30.037759302160346,0
3735,barco,tren,141,30.013281305945974,0
3736,barco,tren,291,30.012375916980336,0
3737,barco,tren,782,30.052341178781003,0
3738,barco,tren,117,30.005870454901814,0
3739,barco,tren,700,30.046534681476427,0
3740,tren,barco,884,30.102044605861437,0
3741,barco,tren,170,30.01823144382945,0
3742,tren,barco,201,30.02228989201679,0
3743,barco,tren,956,30.04207694425217,0
3744,tren,barco,392,30.041418874818934,0
3745,tren,barco,303,30.02173952867003,0
3746,tren,barco,312,30.037762546503323,0
3747,barco,tren,474,30.02452997969136,0
3748,tren,barco,668,30.046693128538507,0
3749,tren,barco,897,30.098075528114947,0
3750,barco,tren,384,30.045593305781537,0
3751,barco,tren,474,30.023748487845,0
3752,barco,tren,301,30.014717357922923,0
3753,barco,tren,549,30.033706316474316,0
3754,tren,barco,227,30.024085039401292,0
3755,tren,barco,248,30.030214688187602,0
3756,tren,barco,612,30.055282778562606,0
3757,barco,tren,599,30.03514482834371,0
3758,tren,barco,196,30.013203310723124,0
3759,tren,barco,292,30.032924936177455,0
3760,tren,barco,816,30.10065932419305,0
3761,tren,barco,536,30.0493140817963,0
3762,tren,barco,114,30.0090318143958,0
3763,tren,barco,637,30.076379606601446,0
3764,barco,tren,487,30.047403697597904,0
3765,barco,tren,352,30.021240674262415,0
3766,barco,tren,310,30.0310557550409,0
3767,barco,tren,470,30.028571625992527,0
3768,tren,barco,831,30.063470035068953,0
3769,tren,barco,968,30.054629905904655,0
3770,barco,tren,199,30.013240435478917,0
3771,tren,barco,544,30.048585464864754,0
3772,barco,tren,746,30.067481095004663,0
3773,tren,barco,274,30.022078746569612,0
3774,tren,barco,515,30.0772007379234,0
3775,barco,tren,518,30.04665487079902,0
3776,barco,tren,447,30.0298643356268,0
3777,tren,barco,157,30.01570439641526,0
3778,barco,tren,525,30.032814123849544,0
3779,barco,tren,876,30.049254888154692,0
3780,barco,tren,157,30.0086050795569,0
3781,barco,tren,533,30.029865172196676,0
3782,barco,tren,575,30.05380600002744,0
3783,tren,barco,598,30.063716084049176,0
3784,tren,barco,404,30.048702523047368,0
3785,tren,barco,297,30.02354716713171,0
3786,barco,tren,912,30.061614343306655,0
3787,tren,barco,122,30.01726546375622,0
3788,tren,barco,800,30.073751882751466,0
3789,tren,barco,855,30.051851941671405,0
3790,tren,barco,861,30.09657003521122,0
3791,barco,tren,869,30.052679167082253,0
3792,tren,barco,599,30.056441205277622,0
3793,barco,tren,625,30.068578740418854,0
3794,barco,tren,969,30.081358173165462,0
3795,tren,barco,604,30.05850262327015,0
3796,tren,barco,689,30.038121717865895,0
3797,tren,barco,417,30.04561811399321,0
3798,barco,tren,134,30.014151435221027,0
3799,barco,tren,381,30.02454461454859,0
3800,tren,barco,896,30.07031075318862,0
3801,tren,barco,780,30.072394479567986,0
3802,tren,barco,762,30.057733331868256,0
3803,barco,tren,519,30.04123791715228,0
3804,barco,tren,817,30.088730472289058,0
3805,barco,tren,613,30.04699936145201,0
3806,barco,tren,817,30.048278528003657,0
3807,barco,tren,453,30.018679852146587,0
3808,barco,tren,544,30.022345990513617,0
3809,tren,barco,783,30.073084749906315,0
3810,barco,tren,648,30.062673368668282,0
3811,tren,barco,590,30.03573911676543,0
3812,barco,tren,242,30.013090620485855,0
3813,barco,tren,250,30.018637824088135,0
3814,tren,barco,984,30.120756687632397,0
3815,barco,tren,339,30.031787734024356,0
3816,barco,tren,667,30.049935073838686,0
3817,barco,tren,500,30.037835184144747,0
3818,tren,barco,706,30.06842174617556,0
3819,tren,barco,354,30.04298567098905,0
3820,barco,tren,923,30.091031547746947,0
3821,barco,tren,958,30.090523533653435,0
3822,tren,barco,609,30.054514579727094,0
3823,tren,barco,840,30.09205151009052,0
3824,tren,barco,110,30.00944583370049,0
3825,tren,barco,226,30.01970781463924,0
3826,barco,tren,869,30.054412167714194,0
3827,barco,tren,625,30.044969626426187,0
3828,barco,tren,405,30.032831509993088,0
3829,barco,tren,920,30.054235912533688,0
3830,tren,barco,599,30.0558985445434,0
3831,barco,tren,285,30.0209845406295,0
3832,tren,barco,908,30.125094197859873,0
3833,barco,tren,419,30.036250816451577,0
3834,barco,tren,453,30.024656999946746,0
3835,barco,tren,759,30.064729125771546,0
3836,tren,barco,426,30.036181230169277,0
3837,barco,tren,234,30.020859569908122,0
3838,barco,tren,267,30.020551493793157,0
3839,tren,barco,453,30.04890928768791,0
3840,barco,tren,118,30.005065967059185,0
3841,tren,barco,405,30.04284577598235,0
3842,barco,tren,879,30.048221729236996,0
3843,tren,barco,117,30.011727673332175,0
3844,tren,barco,361,30.02920432653072,0
3845,tren,barco,701,30.093457620731193,0
3846,tren,barco,219,30.028126780228575,0
3847,tren,barco,717,30.079865256814458,0
3848,barco,tren,688,30.07456773596132,0
3849,tren,barco,117,30.00637629001767,0
3850,tren,barco,188,30.020235295803598,0
3851,barco,tren,730,30.03943555842383,0
3852,tren,barco,568,30.041148457752197,0
3853,barco,tren,286,30.026124788190227,0
3854,tren,barco,939,30.08293377637711,0
3855,tren,barco,626,30.073479446474824,0
3856,tren,barco,516,30.05015772686518,0
3857,tren,barco,971,30.087526093662746,0
3858,barco,tren,103,30.005561767368576,0
3859,barco,tren,755,30.04201122689288,0
3860,tren,barco,874,30.059640543139196,0
3861,tren,barco,401,30.025827947101476,0
3862,barco,tren,906,30.08045979285196,0
3863,tren,barco,988,30.120908421189306,0
3864,barco,tren,341,30.019689220511115,0
3865,tren,barco,634,30.057022898299344,0
3866,barco,tren,480,30.0274083324962,0
3867,tren,barco,455,30.03753389376452,0
3868,barco,tren,816,30.041744206884466,0
3869,tren,barco,959,30.120650906680723,0
3870,barco,tren,743,30.033073547143218,0
3871,barco,tren,685,30.038356866961713,0
3872,barco,tren,272,30.02216458714971,0
3873,barco,tren,866,30.060566247934396,0
3874,tren,barco,114,30.010038103819834,0
3875,tren,barco,541,30.03417182612742,0
3876,barco,tren,559,30.043831724549168,0
3877,tren,barco,299,30.022249677153145,0
3878,tren,barco,777,30.076085414791574,0
3879,barco,tren,644,30.034647920816536,0
3880,barco,tren,440,30.027868985133413,0
3881,tren,barco,524,30.04853501767584,0
3882,tren,barco,670,30.051231517618834,0
3883,tren,barco,617,30.066393271963786,0
3884,tren,barco,303,30.03284614328881,0
3885,barco,tren,219,30.012473466393864,0
3886,tren,barco,712,30.096726730364566,0
3887,tren,barco,823,30.07454227980333,0
3888,barco,tren,741,30.043736897674844,0
3889,tren,barco,191,30.02119470899126,0
3890,tren,barco,917,30.06226317285422,0
3891,barco,tren,962,30.074495271755286,0
3892,barco,tren,416,30.03496980330503,0
3893,tren,barco,794,30.05791788226026,0
3894,barco,tren,506,30.033494344427943,0
3895,tren,barco,705,30.055818737262886,0
3896,tren,barco,719,30.05607526993242,0
3897,tren,barco,910,30.116688556084014,0
3898,tren,barco,228,30.02950153050993,0
3899,barco,tren,926,30.033833551411515,0
3900,barco,tren,425,30.02919116599632,0
3901,tren,barco,963,30.084898705742123,0
3902,barco,tren,506,30.025809807783528,0
3903,tren,barco,143,30.016002531643323,0
3904,tren,barco,451,30.025493224398577,0
3905,tren,barco,379,30.023425859269633,0
3906,tren,barco,197,30.026689700361572,0
3907,tren,barco,910,30.11501815630548,0
3908,tren,barco,869,30.097106068864512,0
3909,barco,tren,966,30.06545357529636,0
3910,tren,barco,959,30.086100465108572,0
3911,barco,tren,419,30.023317244315756,0
3912,tren,barco,842,30.081266628954417,0
3913,tren,barco,381,30.027943067579823,0
3914,tren,barco,806,30.091837505697857,0
3915,tren,barco,644,30.084581924089857,0
3916,tren,barco,994,30.141925105989106,0
3917,barco,tren,378,30.030956734091614,0
3918,barco,tren,171,30.007618852152028,0
3919,barco,tren,659,30.031430003452712,0
3920,tren,barco,688,30.057545696655456,0
3921,tren,barco,276,30.019365400579453,0
3922,barco,tren,177,30.01604290925412,0
3923,barco,tren,763,30.060146392141018,0
3924,barco,tren,222,30.016213190963274,0
3925,tren,barco,144,30.013351581239256,0
3926,tren,barco,268,30.02001053375647,0
3927,barco,tren,876,30.065443277663423,0
3928,tren,barco,687,30.057603550367126,0
3929,barco,tren,444,30.019714709177865,0
3930,barco,tren,599,30.058748872423887,0
3931,tren,barco,623,30.050015073386845,0
3932,tren,barco,402,30.02929310552393,0
3933,tren,barco,213,30.025415527090225,0
3934,tren,barco,933,30.10367339278679,0
3935,tren,barco,350,30.02470823464015,0
3936,tren,barco,308,30.0377598980352,0
3937,tren,barco,896,30.06663035607874,0
3938,barco,tren,631,30.043459317284665,0
3939,barco,tren,658,30.072155570526935,0
3940,barco,tren,642,30.05162151693832,0
3941,barco,tren,562,30.059778741993014,0
3942,barco,tren,730,30.05693232256403,0
3943,barco,tren,894,30.06553108185653,0
3944,tren,barco,568,30.03959199159257,0
3945,tren,barco,850,30.064766179016,0
3946,barco,tren,607,30.038765757036444,0
3947,tren,barco,988,30.11546983302602,0
3948,barco,tren,627,30.03957361914605,0
3949,barco,tren,859,30.071998618858927,0
3950,barco,tren,309,30.029144592590704,0
3951,barco,tren,639,30.067774045504642,0
3952,barco,tren,202,30.01052300500709,0
3953,barco,tren,835,30.05787924276547,0
3954,tren,barco,368,30.036063596529313,0
3955,barco,tren,672,30.04850746238219,0
3956,barco,tren,167,30.00982162819713,0
3957,tren,barco,307,30.037530227871216,0
3958,tren,barco,841,30.080032453598474,0
3959,tren,barco,271,30.022900004152742,0
3960,tren,barco,784,30.07763592534104,0
3961,tren,barco,109,30.01026543612442,0
3962,tren,barco,175,30.01301093497515,0
3963,tren,barco,401,30.04196784574557,0
3964,barco,tren,674,30.045085546790638,0
3965,barco,tren,410,30.024593368380085,0
3966,barco,tren,694,30.075217160181992,0
3967,barco,tren,370,30.035035953199532,0
3968,barco,tren,878,30.08477525414486,0
3969,barco,tren,383,30.03095232849256,0
3970,barco,tren,913,30.059426514224292,0
3971,barco,tren,911,30.06540504043161,0
3972,barco,tren,281,30.030918787034462,0
3973,tren,barco,615,30.063759346175186,0
3974,tren,barco,130,30.012506752571056,0
3975,barco,tren,461,30.032464607809914,0
3976,tren,barco,349,30.039184105974282,0
3977,barco,tren,758,30.06929304193078,0
3978,tren,barco,180,30.013698614257912,0
3979,tren,barco,417,30.054456293453303,0
3980,tren,barco,909,30.081246770828844,0
3981,barco,tren,593,30.065904249077214,0
3982,tren,barco,234,30.02023417727541,0
3983,barco,tren,562,30.049936710130314,0
3984,barco,tren,891,30.051361276753994,0
3985,tren,barco,830,30.04835531519806,0
3986,tren,barco,969,30.11891289139426,0
3987,tren,barco,565,30.07671977873488,0
3988,barco,tren,299,30.034153026043906,0
3989,tren,barco,419,30.04763985616085,0
3990,tren,barco,535,30.06915555477171,0
3991,tren,barco,438,30.051401405122363,0
3992,tren,barco,864,30.119257671448025,0
3993,tren,barco,966,30.067593849226455,0
3994,tren,barco,455,30.038964447961657,0
3995,tren,barco,409,30.04275431816301,0
3996,barco,tren,668,30.06787506615648,0
3997,tren,barco,584,30.06724234820936,0
3998,barco,tren,153,30.014131576768655,0
3999,tren,barco,808,30.09665714350577,0
4000,barco,tren,4856,30.392607002041814,0
4001,tren,barco,2949,30.313398132893937,0
4002,barco,tren,5982,30.342106370873754,0
4003,barco,tren,4060,30.474014926617464,0
4004,tren,barco,6938,30.40392184323254,0
4005,tren,barco,2547,30.267022453488817,0
4006,tren,barco,3191,30.247516955117298,0
4007,barco,tren,5750,30.49524672759616,0
4008,barco,tren,4334,30.367022882229882,0
4009,tren,barco,4693,30.606354990201833,0
4010,tren,barco,4425,30.344093806978822,0
4011,tren,barco,6867,30.858577138417314,0
4012,tren,barco,8253,30.95368336611672,0
4013,tren,barco,6485,30.587306139114098,0
4014,tren,barco,8083,30.59468120346421,0
4015,tren,barco,5535,30.693514646290172,0
4016,barco,tren,5606,30.308745714248875,0
4017,tren,barco,3005,30.295109524690556,0
4018,tren,barco,5239,30.315414019872385,0
4019,tren,barco,1924,30.177443532452898,0
4020,tren,barco,9302,31.046375401185898,0
4021,tren,barco,2367,30.240819064538165,0
4022,barco,tren,9714,30.740655837111056,0
4023,barco,tren,1924,30.113907524727146,0
4024,tren,barco,2365,30.20567310882811,0
4025,tren,barco,2581,30.26161870899008,0
4026,barco,tren,5659,30.42497405337719,0
4027,barco,tren,7991,30.496642681861506,0
4028,tren,barco,8405,31.065972642113795,0
4029,barco,tren,1487,30.063333709238794,0
4030,barco,tren,2017,30.104295616727548,0
4031,tren,barco,8923,30.52124380442801,0
4032,barco,tren,6619,30.443671530688285,0
4033,barco,tren,9400,30.418941748307994,0
4034,barco,tren,3297,30.153143987672834,0
4035,tren,barco,7395,30.973127266831494,0
4036,tren,barco,2323,30.149866180159023,0
4037,barco,tren,2202,30.153331454973056,0
4038,barco,tren,8731,31.014129790486432,0
4039,tren,barco,1723,30.18841739357054,0
4040,tren,barco,7731,30.541707804100948,0
4041,barco,tren,7918,30.57458058570032,0
4042,barco,tren,6725,30.371933325960104,0
4043,tren,barco,1838,30.112206428982677,0
4044,barco,tren,4729,30.25430203453895,0
4045,tren,barco,3526,30.489406410233823,0
4046,tren,barco,4819,30.448408897269278,0
4047,tren,barco,5131,30.53411535915657,0
4048,barco,tren,9903,30.981330501054813,0
4049,tren,barco,7009,30.623270993320396,0
4050,barco,tren,4109,30.141002903897817,0
4051,tren,barco,8909,31.11765094433887,0
4052,tren,barco,2108,30.239155006927266,0
4053,barco,tren,5971,30.315299769678305,0
4054,barco,tren,4684,30.257438278160752,0
4055,barco,tren,1506,30.175708189791827,0
4056,tren,barco,7523,30.848156176035364,0
4057,barco,tren,6852,30.72839779389663,0
4058,barco,tren,5094,30.282030578165834,0
4059,tren,barco,6263,30.52838896068142,0
4060,barco,tren,6344,30.636370722277,0
4061,barco,tren,7189,30.393244463673085,0
4062,barco,tren,1577,30.096291795181543,0
4063,barco,tren,5656,30.283852578213146,0
4064,tren,barco,9654,30.605733850638238,0
4065,barco,tren,4539,30.24854387274856,0
4066,tren,barco,5945,30.436766898070744,0
4067,tren,barco,5050,30.56287619489997,0
4068,barco,tren,6785,30.39855084256154,0
4069,tren,barco,6014,30.521508362596492,0
4070,tren,barco,8406,30.65389323922659,0
4071,barco,tren,1418,30.120740114482583,0
4072,barco,tren,6608,30.43461190953338,0
4073,barco,tren,6827,30.48218270845085,0
4074,tren,barco,5193,30.418391836185336,0
4075,barco,tren,8128,30.79579635985863,0
4076,tren,barco,6996,30.776364885838685,0
4077,barco,tren,5195,30.498613506126333,0
4078,tren,barco,2682,30.318546321957818,0
4079,tren,barco,9632,31.396524811135595,0
4080,tren,barco,5884,30.755382061964532,0
4081,tren,barco,3696,30.26548833058384,0
4082,barco,tren,1080,30.08149536540056,0
4083,barco,tren,1264,30.069098256238313,0
4084,barco,tren,9098,30.985866130171658,0
4085,tren,barco,8185,30.80085010810167,0
4086,tren,barco,8078,30.552764044204526,0
4087,barco,tren,7790,30.334968366435305,0
4088,barco,tren,3037,30.17783887302847,0
4089,barco,tren,9028,30.928961451276795,0
4090,barco,tren,3435,30.19661533848556,0
4091,tren,barco,9518,31.19567949585913,0
4092,barco,tren,8932,30.616853923308955,0
4093,tren,barco,8163,30.52509462629384,0
4094,barco,tren,9918,30.66235637736678,0
4095,tren,barco,6532,30.705924158232033,0
4096,barco,tren,6572,30.51100345225075,0
4097,tren,barco,6613,30.593052485622575,0
4098,barco,tren,9995,31.121984204402743,0
4099,barco,tren,8290,30.95560824748915,0
4100,barco,tren,3481,30.392954083092732,0
4101,barco,tren,6610,30.626520652371894,0
4102,tren,barco,5126,30.561894560888756,0
4103,tren,barco,5540,30.683888098979494,0
4104,tren,barco,3171,30.293106023904325,0
4105,tren,barco,3008,30.236891360843313,0
4106,barco,tren,3960,30.604294447309087,0
4107,tren,barco,6689,30.705106334595275,0
4108,tren,barco,7577,30.426131522589188,0
4109,tren,barco,3293,30.199130272421737,0
4110,barco,tren,4418,30.27294688254612,0
4111,tren,barco,4028,30.425475302751252,0
4112,barco,tren,7491,30.477675517272182,0
4113,tren,barco,3953,30.387355523298968,0
4114,barco,tren,3052,30.289456019470393,0
4115,tren,barco,9883,31.34096519872671,0
4116,tren,barco,3233,30.392509613392217,0
4117,barco,tren,5161,30.37780146464777,0
4118,barco,tren,3483,30.312814820901583,0
4119,tren,barco,6951,30.9025214635096,0
4120,tren,barco,4641,30.356364387791746,0
4121,barco,tren,8547,30.779976045367896,0
4122,tren,barco,3708,30.30201093899537,0
4123,tren,barco,9692,31.054542478474833,0
4124,barco,tren,2415,30.131625574797773,0
4125,barco,tren,9992,30.9742665044263,0
4126,tren,barco,7973,30.634822786632615,0
4127,barco,tren,9696,30.519560897767388,0
4128,barco,tren,6505,30.37199397532698,0
4129,barco,tren,4711,30.414716104900926,0
4130,tren,barco,6059,30.527997866050132,0
4131,barco,tren,2213,30.190450888990785,0
4132,barco,tren,4174,30.376411280044863,0
4133,tren,barco,6446,30.44059134183003,0
4134,tren,barco,3324,30.31765022616796,0
4135,barco,tren,9882,30.91238134305871,0
4136,tren,barco,4175,30.261416050175406,0
4137,barco,tren,7226,30.480895107671312,0
4138,tren,barco,9250,30.77879675640054,0
4139,barco,tren,9130,30.528410792273114,0
4140,barco,tren,7289,30.422099839234093,0
4141,barco,tren,5762,30.313671972274502,0
4142,tren,barco,4203,30.29617089488811,0
4143,barco,tren,3954,30.30010269593577,0
4144,barco,tren,4432,30.362163300296384,0
4145,barco,tren,6428,30.569756407573486,0
4146,barco,tren,4477,30.354685238084933,0
4147,barco,tren,9784,30.55151738451139,0
4148,barco,tren,3660,30.279225126465434,0
4149,tren,barco,1832,30.190627795102017,0
4150,barco,tren,4843,30.277316184618304,0
4151,barco,tren,3207,30.31611626865958,0
4152,tren,barco,9076,30.67878676102872,0
4153,tren,barco,7365,30.688056472886203,0
4154,tren,barco,8729,30.762567699301854,0
4155,barco,tren,4546,30.340183229519752,0
4156,tren,barco,3291,30.337123988690596,0
4157,tren,barco,4016,30.51557831735733,0
4158,tren,barco,5821,30.387272430555466,0
4159,tren,barco,7944,30.964166515223305,0
4160,barco,tren,7634,30.852995595690423,0
4161,tren,barco,2870,30.368620693163624,0
4162,barco,tren,8927,30.45692031907421,0
4163,tren,barco,6551,30.45349065483655,0
4164,tren,barco,2039,30.255231923125557,0
4165,tren,barco,5133,30.34861792679674,0
4166,barco,tren,2218,30.134108103935777,0
4167,tren,barco,5919,30.595610693352523,0
4168,barco,tren,1832,30.112377295087033,0
4169,barco,tren,9742,30.97614132482967,0
4170,tren,barco,1245,30.07660095777261,0
4171,tren,barco,9180,31.369256755237906,0
4172,barco,tren,5242,30.39775839224475,0
4173,barco,tren,3130,30.176136351457448,0
4174,tren,barco,4782,30.393008579976595,0
4175,tren,barco,1653,30.171660767993735,0
4176,tren,barco,3174,30.225315567177663,0
4177,barco,tren,2750,30.237914450443935,0
4178,barco,tren,4836,30.49627478282658,0
4179,tren,barco,1728,30.220146582503194,0
4180,barco,tren,2167,30.14942389006168,0
4181,tren,barco,3355,30.23427658293899,0
4182,barco,tren,9328,30.567329553370737,0
4183,barco,tren,8672,30.731942040961616,0
4184,tren,barco,5199,30.741334102155253,0
4185,tren,barco,3577,30.48979924787959,0
4186,tren,barco,4962,30.474148998584035,0
4187,barco,tren,4541,30.41701326744931,0
4188,tren,barco,3184,30.270655874777926,0
4189,barco,tren,5203,30.261490866799598,0
4190,barco,tren,1293,30.116546691236973,0
4191,barco,tren,3992,30.240326589696064,0
4192,barco,tren,6235,30.425998475447642,0
4193,barco,tren,2269,30.125240167778358,0
4194,tren,barco,2656,30.172853697090517,0
4195,tren,barco,3459,30.241357043706216,0
4196,tren,barco,7401,30.5051580901641,0
4197,tren,barco,4511,30.636141066698414,0
4198,barco,tren,4128,30.32285958752803,0
4199,tren,barco,8703,30.633842613789803,0
4200,tren,barco,1804,30.221483196633862,0
4201,barco,tren,1169,30.0918484773561,0
4202,barco,tren,1737,30.151614325946312,0
4203,tren,barco,6813,30.63038363154424,0
4204,tren,barco,4364,30.281517434396164,0
4205,barco,tren,2719,30.132723676731185,0
4206,tren,barco,7784,30.670541852521392,0
4207,barco,tren,5975,30.325386369308305,0
4208,tren,barco,7375,30.48397689861283,0
4209,barco,tren,1133,30.070533247197428,0
4210,tren,barco,2177,30.20279000566672,0
4211,tren,barco,5006,30.57415116969502,0
4212,tren,barco,9166,30.809200156097205,0
4213,barco,tren,2698,30.26740658812473,0
4214,tren,barco,7795,30.99125923028409,0
4215,barco,tren,2728,30.133314096519143,0
4216,tren,barco,6976,30.69411800170918,0
4217,tren,barco,1215,30.146271727714566,0
4218,barco,tren,9501,30.542214342965096,0
4219,barco,tren,4075,30.25027473790283,0
4220,tren,barco,3610,30.2456178805595,0
4221,tren,barco,3459,30.298545427011213,0
4222,barco,tren,1877,30.155664725958893,0
4223,barco,tren,7184,30.629508396242453,0
4224,barco,tren,5215,30.36794700461839,0
4225,tren,barco,2815,30.307519553681107,0
4226,barco,tren,5459,30.374469638090257,0
4227,tren,barco,5160,30.40360836376313,0
4228,barco,tren,8696,30.890439790285633,0
4229,barco,tren,2899,30.272062776811573,0
4230,tren,barco,5351,30.65898281942703,0
4231,tren,barco,8123,30.593918583683514,0
4232,tren,barco,1111,30.10612177427388,0
4233,tren,barco,5042,30.521521661376877,0
4234,tren,barco,7198,30.58570638016974,0
4235,tren,barco,2302,30.248126658807365,0
4236,tren,barco,2890,30.309527366262564,0
4237,tren,barco,6578,30.720018578901062,0
4238,tren,barco,3808,30.49466768242939,0
4239,tren,barco,6500,30.515938259258824,0
4240,barco,tren,6482,30.338110298321432,0
4241,barco,tren,8203,30.550226744582847,0
4242,barco,tren,2052,30.110284606853334,0
4243,tren,barco,2442,30.250094838598244,0
4244,barco,tren,1278,30.069523396591382,0
4245,tren,barco,7266,30.64337404832339,0
4246,tren,barco,1978,30.209244040941375,0
4247,tren,barco,5183,30.424540821322523,0
4248,tren,barco,1883,30.15721943734725,0
4249,tren,barco,9907,31.03259537002307,0
4250,barco,tren,3464,30.325761837115728,0
4251,tren,barco,3119,30.43480115016375,0
4252,tren,barco,1336,30.117427515045826,0
4253,barco,tren,2103,30.221255294492188,0
4254,barco,tren,8437,30.39794066783141,0
4255,tren,barco,9832,31.298702635403927,0
4256,tren,barco,9874,30.80515425984092,0
4257,barco,tren,6589,30.50891156317758,0
4258,tren,barco,6957,30.614064214455116,0
4259,barco,tren,1955,30.14642373815568,0
4260,tren,barco,3362,30.417888486431956,0
4261,tren,barco,9560,30.624532305279832,0
4262,tren,barco,2441,30.22416191535758,0
4263,barco,tren,8385,30.578486703930942,0
4264,tren,barco,7992,30.773742378310054,0
4265,barco,tren,6315,30.416661616457,0
4266,barco,tren,5229,30.487321640858077,0
4267,barco,tren,9554,30.659413663112403,0
4268,barco,tren,9042,30.830125693187078,0
4269,tren,barco,2759,30.279948706222086,0
4270,tren,barco,9594,30.98342417891175,0
4271,barco,tren,7814,30.448897452973302,0
4272,tren,barco,6057,30.73854239235924,0
4273,tren,barco,2139,30.21810362975172,0
4274,barco,tren,6537,30.66297696038179,0
4275,tren,barco,7592,30.968006743601933,0
4276,barco,tren,4401,30.32762381348764,0
4277,barco,tren,2742,30.142793259548235,0
4278,tren,barco,8340,30.903570883289493,0
4279,tren,barco,5972,30.41504611759241,0
4280,tren,barco,9782,30.867923949582252,0
4281,tren,barco,3642,30.43092654308006,0
4282,barco,tren,6409,30.547621723921093,0
